Wall time,Step,Value
1555762888.586949,8741632,-50.01752471923828
1555764268.569148,8761664,-50.00257873535156
1555765671.0792415,8781696,-49.96418762207031
1555767079.1226833,8801728,-50.658390045166016
1555768489.1898928,8821760,-50.549041748046875
1555769899.007224,8841792,-51.39299774169922
1555771308.7911322,8861824,-50.02103042602539
1555772715.9163053,8881856,-50.849971771240234
1555774126.487387,8901888,-51.7505989074707
1555775533.6033463,8921920,-51.31733322143555
1555776944.5841582,8941952,-51.70093536376953
1555778365.6011114,8961984,-51.95881652832031
1555779781.7882714,8982016,-51.71205520629883
1555781197.52436,9002048,-52.33314895629883
1555782627.2319996,9022080,-52.36012268066406
1555784046.4688163,9042112,-53.110904693603516
1555785465.2801383,9062144,-52.66404342651367
1555786911.4377916,9082176,-53.83641052246094
1555788392.5956595,9102208,-53.763797760009766
1555789878.9556124,9122240,-54.16924285888672
1555791380.5240576,9142272,-53.18521499633789
1555792880.2805436,9162304,-54.56755447387695
1555794382.0514183,9182336,-53.50490951538086
1555795882.088938,9202368,-55.04612731933594
1555797389.8560188,9222400,-53.698577880859375
1555798898.4526517,9242432,-54.310279846191406
1555800402.5904562,9262464,-55.03432083129883
1555801909.7576587,9282496,-54.19306564331055
1555803405.6234884,9302528,-55.036380767822266
1555804906.5572977,9322560,-55.31608200073242
1555806388.2589805,9342592,-55.34565353393555
1555807877.6414213,9362624,-56.137149810791016
1555809378.5527425,9382656,-56.01353454589844
1555810885.6541274,9402688,-56.05290985107422
1555812362.3042834,9422720,-55.72763442993164
1555813843.9239178,9442752,-55.48709487915039
1555815320.5704212,9462784,-55.06269836425781
1555816804.7578986,9482816,-56.30437469482422
1555818290.3749714,9502848,-56.86237716674805
1555819784.013333,9522880,-56.92884063720703
1555821278.7323258,9542912,-55.38777160644531
1555822777.4865868,9562944,-56.29789352416992
1555824278.3950522,9582976,-56.38955307006836
1555825778.8294725,9603008,-57.13758087158203
1555827263.3545277,9623040,-57.22313690185547
1555828737.5994298,9643072,-57.46883773803711
1555830183.2070076,9663104,-57.91496276855469
1555831662.420978,9683136,-57.16290283203125
1555833128.6110244,9703168,-57.63179016113281
1555834599.0659242,9723200,-57.50456619262695
1555836074.0833442,9743232,-57.706356048583984
1555837587.1920128,9763264,-57.9014892578125
1555839087.2383826,9783296,-57.706912994384766
1555840583.3426218,9803328,-58.683143615722656
1555842065.1652193,9823360,-58.58038330078125
1555843550.4571548,9843392,-59.7061882019043
1555845044.6977985,9863424,-58.30384063720703
1555846548.3982553,9883456,-58.40214920043945
1555848039.5475988,9903488,-59.136474609375
1555849533.7319036,9923520,-59.007118225097656
1555851031.9918976,9943552,-58.551605224609375
1555852530.9615884,9963584,-59.20836639404297
1555854004.532655,9983616,-59.48235321044922
1555855507.9090502,10003648,-59.78127670288086
1555857010.80819,10023680,-59.177146911621094
1555858505.2293253,10043712,-60.01683044433594
1555860013.2439568,10063744,-60.1428337097168
1555861522.1913197,10083776,-60.02348709106445
1555863007.2359622,10103808,-58.80858612060547
1555864488.8990297,10123840,-59.861732482910156
1555865985.9169078,10143872,-60.57695007324219
1555867478.9930382,10163904,-59.91828155517578
1555868968.3605895,10183936,-60.176185607910156
1555870459.425814,10203968,-60.45246887207031
1555871953.1549697,10224000,-59.89552307128906
1555873460.5306146,10244032,-60.23405838012695
1555874955.8509407,10264064,-60.2349853515625
1555876416.8174942,10284096,-60.125675201416016
1555877893.0011723,10304128,-61.04873275756836
1555879386.2496822,10324160,-61.09049987792969
1555880881.4082592,10344192,-60.83303451538086
1555882377.487588,10364224,-60.210357666015625
1555883870.1639302,10384256,-61.5424690246582
1555885370.948202,10404288,-60.294090270996094
1555886875.4150474,10424320,-60.496341705322266
1555888388.9735978,10444352,-60.93852233886719
1555889887.937919,10464384,-61.421607971191406
1555891380.8590913,10484416,-61.04448318481445
1555892867.465684,10504448,-60.556907653808594
1555894358.7718978,10524480,-61.512672424316406
1555895856.505363,10544512,-61.98587417602539
1555897346.153121,10564544,-61.51053237915039
1555898841.2299156,10584576,-62.42360305786133
1555900331.657909,10604608,-62.263729095458984
1555901832.266288,10624640,-61.23134231567383
1555903327.840277,10644672,-62.587284088134766
1555904820.2519119,10664704,-61.435401916503906
1555906316.5563297,10684736,-61.797000885009766
1555907841.0830164,10704768,-61.11724853515625
1555909343.4647813,10724800,-62.17356491088867
1555910848.2519112,10744832,-62.54514694213867
1555912347.2743583,10764864,-61.262168884277344
1555913848.715167,10784896,-62.02437973022461
1555915332.98044,10804928,-63.46391296386719
1555916841.286532,10824960,-62.023712158203125
1555918346.9980717,10844992,-61.81891632080078
1555919828.5920208,10865024,-62.25102233886719
1555921313.0064197,10885056,-62.5393180847168
1555922813.4469564,10905088,-62.70336151123047
1555924303.7540054,10925120,-61.513851165771484
1555925801.400334,10945152,-62.268646240234375
1555927307.1807947,10965184,-61.4738655090332
1555928791.0601218,10985216,-62.49176788330078
1555930270.4801118,11005248,-62.50105285644531
1555931772.432751,11025280,-61.435489654541016
1555933273.3261046,11045312,-62.5669059753418
1555934740.5386686,11065344,-62.78914260864258
1555936217.7539957,11085376,-62.41508483886719
1555937728.4566987,11105408,-62.679283142089844
1555939243.2842033,11125440,-62.029541015625
1555940754.229802,11145472,-62.69023132324219
1555942229.3212461,11165504,-62.367610931396484
1555943739.2370896,11185536,-62.29268264770508
1555945244.432454,11205568,-62.711204528808594
1555946759.486144,11225600,-61.40216827392578
1555948247.5560832,11245632,-63.220027923583984
1555949741.4688573,11265664,-62.526588439941406
1555951221.2579503,11285696,-62.196693420410156
1555952711.7161882,11305728,-63.03187561035156
1555954200.6111493,11325760,-63.0669059753418
1555955681.549931,11345792,-62.21680450439453
1555957178.2541625,11365824,-63.034793853759766
1555958684.1303852,11385856,-61.68690872192383
1555960172.7827227,11405888,-63.16053009033203
1555961675.0132074,11425920,-62.54634475708008
1555963154.7889605,11445952,-62.22626876831055
1555964642.624352,11465984,-62.83757781982422
1555966125.0645185,11486016,-62.91064453125
1555967600.2171588,11506048,-62.834327697753906
1555969119.4195035,11526080,-63.31173324584961
1555970612.1258943,11546112,-63.01390838623047
1555972099.106337,11566144,-62.96958541870117
1555973605.2644396,11586176,-63.634342193603516
1555975107.051885,11606208,-63.28672790527344
1555976627.9186652,11626240,-63.96760940551758
1555978121.688661,11646272,-63.29006576538086
1555979599.0399237,11666304,-63.1467399597168
1555981092.7074747,11686336,-63.526222229003906
1555982576.6229887,11706368,-62.92487716674805
1555984093.5735936,11726400,-63.243736267089844
1555985600.078994,11746432,-63.151363372802734
1555987103.5689123,11766464,-63.66579055786133
1555988607.7849162,11786496,-63.417842864990234
1555990102.0499341,11806528,-63.2600212097168
1555991591.2582421,11826560,-64.17497253417969
1555993086.693224,11846592,-63.24288558959961
1555994582.6821597,11866624,-63.74958038330078
1555996081.6150522,11886656,-63.421443939208984
1555997576.2127051,11906688,-64.12351989746094
1555999081.5572062,11926720,-62.99789047241211
1556000557.0541122,11946752,-63.554988861083984
1556002038.6425533,11966784,-64.2539291381836
1556003530.7268977,11986816,-62.86034393310547
1556004502.9523199,12000000,-63.61267852783203
