Wall time,Step,Value
1555538845.9292243,161792,0.09599946439266205
1555538927.400275,323584,0.29790955781936646
1555539009.1828344,485376,0.4501878619194031
1555539124.1672668,625664,0.5061320662498474
1555539308.3488505,765952,0.6013582348823547
1555539494.9629583,906240,1.3131887912750244
1555539683.0346565,1046528,1.421923279762268
1555539871.657547,1186816,1.3623409271240234
1555540057.18092,1327104,1.4648319482803345
1555540243.2667892,1467392,1.3325530290603638
1555540451.4869394,1607680,1.2624367475509644
1555540637.404763,1747968,1.1998193264007568
1555540950.2348971,1868288,1.1535788774490356
1555541352.4528055,1988608,1.145186424255371
1555541757.7495155,2108928,1.1682783365249634
1555542163.682479,2229248,1.1676809787750244
1555542574.342685,2349568,1.2085847854614258
1555542983.0099359,2469888,1.2263665199279785
1555543388.8181884,2590208,1.201512098312378
1555543795.1770592,2710528,1.1987366676330566
1555544207.6305416,2830848,1.192822813987732
1555544612.328107,2951168,1.1868581771850586
1555545243.7287986,3051264,1.1758794784545898
1555546126.5756352,3151360,1.1791632175445557
1555547009.2599208,3251456,1.1882365942001343
1555547888.9373405,3351552,1.1811747550964355
1555548769.1079319,3451648,1.1858948469161987
1555549647.3072076,3551744,1.18987238407135
1555550522.313333,3651840,1.193671703338623
1555551393.738008,3751936,1.1853184700012207
1555552272.642438,3852032,1.1861220598220825
1555553143.5019994,3952128,1.1933491230010986
1555554014.8176777,4052224,1.2026532888412476
1555554886.0364518,4152320,1.2101718187332153
1555555943.9826734,4232320,1.2138450145721436
1555557504.5031343,4312320,1.2096900939941406
1555559070.299065,4392320,1.2236287593841553
1555560637.0122855,4472320,1.224501132965088
1555562194.3719816,4552320,1.2370392084121704
1555563754.2466443,4632320,1.252150058746338
1555565331.830893,4712320,1.260459065437317
1555566913.3817875,4792320,1.274154543876648
1555568517.1291447,4872320,1.286241888999939
1555570170.5193431,4952320,1.2949011325836182
1555571906.0066228,5032320,1.30172860622406
1555573631.2611768,5112320,1.3134384155273438
1555575322.463921,5192320,1.326282262802124
1555577035.9410105,5272320,1.339478850364685
1555578809.3444376,5352320,1.352120280265808
1555580438.5439289,5412352,1.3609856367111206
1555583037.7882988,5472384,1.3548513650894165
1555585618.5542564,5532416,1.3651695251464844
1555588210.0032153,5592448,1.381533145904541
1555590632.327462,5652480,1.3967628479003906
1555592824.061154,5712512,1.4099416732788086
1555595016.8066297,5772544,1.4318066835403442
1555597208.2742429,5832576,1.452123999595642
1555599399.2586472,5892608,1.475708246231079
1555601590.6274316,5952640,1.5019258260726929
1555603774.2864807,6012672,1.5280457735061646
1555605940.3469896,6072704,1.5415418148040771
1555608098.1621425,6132736,1.5579380989074707
1555610318.7636986,6192768,1.5695997476577759
1555612832.480714,6252800,1.587077260017395
1555615387.1438217,6312832,1.5987426042556763
1555617934.2973404,6372864,1.6200494766235352
1555620473.652356,6432896,1.6349732875823975
1555623034.6431286,6492928,1.6469440460205078
1555625274.6372385,6552960,1.6625235080718994
1555627191.367974,6600128,1.6725177764892578
1555629111.7247434,6640128,1.6263208389282227
1555631028.5506399,6680128,1.6467359066009521
1555632951.1198528,6720128,1.6598167419433594
1555634875.101814,6760128,1.6784405708312988
1555636799.481396,6800128,1.694035530090332
1555638724.1734898,6840128,1.7091972827911377
1555640648.6964364,6880128,1.7194029092788696
1555642688.6336753,6920128,1.7377687692642212
1555645005.548536,6960128,1.748492956161499
1555647361.4669182,7000128,1.7741144895553589
1555649792.2925026,7040128,1.7847836017608643
1555652240.6808972,7080128,1.795738697052002
1555654699.8740027,7120128,1.8170560598373413
